scenario,expected_change,repetition,log_bayes_factor,pre_intercept_mean,post_intercept_mean,pre_phi1_mean,post_phi1_mean,pre_innovation_variance_mean,post_innovation_variance_mean
no_change,False,24,-8.916173360384164,0.0068099952236644464,-0.021710128410979548,0.6938114633285625,0.6292053657137042,0.554091647215184,0.5532503335929221
no_change,False,25,-6.891364655864322,0.015784243270787545,0.1241311561539031,0.6113873954016739,0.6264612814320304,0.5880101872818082,0.7043796924914889
no_change,False,26,-7.6220984320400476,-0.0005405194178908952,-0.0325474342778187,0.6719593275060695,0.612784214497362,0.5404213700788928,0.4483834473088673
no_change,False,27,-3.7024419293958317,-0.013466688910696802,0.21848651684028444,0.6197354073539044,0.56247863817424,0.787011886046999,0.9795883967681093
no_change,False,28,-8.258170856719516,0.017526129888720276,0.1176920267694258,0.6808481947003089,0.641663204532169,0.6210030992303479,0.6658816752468006
no_change,False,29,-7.39163741056359,-0.002802701606200736,0.054887328416673,0.5845370110577208,0.6557761005768523,0.6487897740699241,0.5520032746943858
no_change,False,30,-6.960465949235754,0.017834262637533807,0.03895213071275414,0.6405264657571159,0.4951980387854031,0.5253599957028279,0.5388292989769745
no_change,False,31,-9.233729914575065,-0.003310506579119111,-0.05467012058972053,0.6852130234075474,0.6539743014328849,0.7106760626446204,0.677685231416004
no_change,False,32,-9.463963670241583,0.013044455012357525,0.0103467751082435,0.6928505437504584,0.6750146800688128,0.6465257637011831,0.6052672382872781
no_change,False,33,-7.968124993563379,0.008917271328739292,0.026491059117849255,0.6337681462136245,0.6841146632553408,0.6097038747988917,0.5099025492753251
no_change,False,34,-7.4921222172879425,7.162854586775185e-06,0.06343069757591208,0.6705907831121442,0.6144430377476533,0.4755230177710801,0.5644351282797182
no_change,False,35,-8.16126796361857,0.00416075596253627,0.09216452625803756,0.650142853700062,0.6150911557976311,0.5884734324630213,0.6514869970403098
no_change,False,36,-9.376653464206584,0.02513406955670273,0.03834718754235785,0.6236024994426466,0.5910107628890847,0.636426761438842,0.6304583520059985
no_change,False,37,-8.031488614514728,0.0050841945807163745,0.035835705430724216,0.6876517146930478,0.5986960563139375,0.48448185125824444,0.4388906743165561
no_change,False,38,-7.253188538363929,0.03306101431602158,-0.06198047544326529,0.6501105073143648,0.7230962218029484,0.5457203236391702,0.6043181700329591
no_change,False,39,-8.781643309683204,-0.010186186046968047,0.02628597819357655,0.6548127829605186,0.5887098663057123,0.581542678621506,0.5649077381137242
no_change,False,40,-8.569079802869396,0.0066509554909603115,-0.05141438439154115,0.6089766632430202,0.6668512889620554,0.5495615423732612,0.5620816601814009
no_change,False,41,-8.865293517032569,0.009198846900505299,-0.029295335219674454,0.6165603189356402,0.6781061516752528,0.6223656465933423,0.6455899685196446
no_change,False,42,-9.092506095306021,-0.01332555205898436,0.022282359358167112,0.7000071442445123,0.6527504621117743,0.46949231804365343,0.47455891374053466
no_change,False,43,-8.244825552846578,0.00544338450941268,0.07462101805772495,0.6747524361887716,0.6649267986245492,0.4886869130291075,0.5575904260502998
no_change,False,44,-7.938949066201303,-0.006098199764083228,-0.060736314726272916,0.6310540927458691,0.6278864730324584,0.6335279532544423,0.7661710283465701
no_change,False,45,-5.737119558965787,0.002785969066960689,0.08284351246166867,0.5470384243954715,0.6882082865266366,0.5618230106971283,0.5371088451713858
no_change,False,46,-8.717112068527626,0.0026870175536664338,0.07796679202010373,0.6465413208610106,0.6305641480066891,0.5859672467562717,0.559758720463153
no_change,False,47,-8.425633093196211,-0.01639262260596372,0.043208637883118184,0.6978194762353801,0.6317886118222217,0.47713090725009216,0.4591491653989707
no_change,False,48,-8.218276074870232,-0.01575268308016821,0.050930746172887335,0.6571881317038475,0.5852873138726673,0.5759571249365618,0.6126425560891036
no_change,False,49,-6.924647128781544,-0.01109734305320655,0.05597570453038862,0.7375868113160494,0.6517248591631386,0.4959765360211617,0.5895525097327392
no_change,False,50,-6.710841797124772,-0.014245226242403876,0.04233712622687926,0.6358823144986185,0.6141003919951727,0.5872695720422033,0.45997042952879574
no_change,False,51,-7.946148965024463,-0.021068873831465718,-0.06040871343093276,0.6406187170416987,0.545460418555778,0.6159679004192516,0.5600834118825692
no_change,False,52,-7.562561869364458,0.010828284930572403,0.04694385623836434,0.6975304930083346,0.6738537914316632,0.5918779354411041,0.47538431176230905
no_change,False,53,-8.025405002461184,0.01173192043606081,-0.05307689167164234,0.6865949975525599,0.605575611203839,0.46013631733497934,0.44237340253824164
no_change,False,54,-8.06572511217746,0.010687643088051516,-0.006237358457148944,0.6450875547865421,0.720558482526845,0.5186935073147425,0.4528873961915802
no_change,False,55,-7.193576755538743,-0.01991168886880965,-0.024899567772460378,0.5724094036180151,0.6939924585164728,0.637114728492319,0.5702444170473061
no_change,False,56,-8.453824927618598,0.027359142468422883,0.09313016701829627,0.571228280324899,0.6482065709710139,0.8801898190995605,0.8356690242119035
no_change,False,57,-8.139319946156093,0.007262544699567697,-0.09140674801446677,0.6612725811314919,0.6124761842891658,0.5842683993077569,0.5972777344846645
no_change,False,58,-8.737414956077146,-0.008645261112206513,0.05282858015200317,0.6467117363568864,0.613101462857018,0.4282660648144217,0.42071458341586226
no_change,False,59,-7.99506613392191,0.021269011335929018,0.01569324476570134,0.5577659797961573,0.6719005764140534,0.7084728585421626,0.738053545455676
no_change,False,60,-8.317513269534516,-0.015211460740127417,-0.06128821066958733,0.6724270703666283,0.6653210768534733,0.499061121513154,0.4268240118052489
no_change,False,61,-6.977967486537295,0.02101495715130862,-0.09388270244064184,0.6226239193382084,0.6814111386127635,0.6109512440453989,0.6913530721277563
no_change,False,62,-8.907416555697182,0.01831256327811503,0.049662059971853044,0.6257316611321382,0.6596142502998481,0.6852967173132153,0.6172996960774394
no_change,False,63,-9.203977652900903,-0.008335119811167462,0.016915679825172912,0.6680040398298681,0.7321001302960701,0.7841946379536449,0.787802906076148
no_change,False,64,-8.755325774590915,0.010733639925609283,-0.012073456045135302,0.5544553075456012,0.6307277643047746,0.7373543184341586,0.700168416568781
no_change,False,65,-6.098113913632915,0.008495865188702047,0.11862333725905201,0.7213373556577336,0.5862831972803173,0.6664407349208137,0.6123803512414467
no_change,False,66,-7.241697529065391,0.008938577461289374,0.10204277076679849,0.6294298443374362,0.6416407850281722,0.5288969886184461,0.4545099864988941
no_change,False,67,-9.084989315401799,0.0231618875085441,0.032684167684765994,0.6700545574541473,0.6284615384889106,0.5407027110157019,0.5012389310365355
no_change,False,68,-8.896551466866754,0.0062275910805964585,-0.005981285842268072,0.7456728021753062,0.6884098127157886,0.4686126941559408,0.5109711642027753
no_change,False,69,-8.917844588073535,0.0029677780446519956,0.03955461003628005,0.6218695978025113,0.6433689044296141,0.530218901570156,0.5830007485430762
no_change,False,70,-8.149171084517548,-0.004548989084860847,-0.057096994128384475,0.6739137294490769,0.6237114313657861,0.5274966429838523,0.46057730678216335
no_change,False,71,-9.305603768837159,0.03082972661815734,0.04608736621872501,0.6349179035787169,0.6124236677191185,0.5395104970746689,0.5146131467645519
no_change,False,72,-9.223839139338565,-0.028243867890822855,-0.009254135545833212,0.678438258219769,0.6571053972252959,0.5145112207986859,0.4763357785639809
no_change,False,73,-7.961100390069873,0.01474041433762212,0.03451118373070922,0.6549955797744332,0.6343996825949144,0.6632785555086429,0.5434059714574024
no_change,False,74,-7.312817364562079,0.01570350310789995,0.14584988282539385,0.6427911664471109,0.6168262877946095,0.5375479098677185,0.5477894098474889
no_change,False,75,-7.401925623404395,0.008973655698454692,-0.06815155275535979,0.619948887702651,0.7088083194669194,0.5641873205094438,0.5303629175080063
no_change,False,76,-7.378745554653733,0.02113467426605274,-0.08135382548192223,0.6438277693035681,0.6696336188621371,0.5616106979146783,0.6491765295395171
no_change,False,77,-8.97625227538606,-0.012921023116722379,-0.04802082886311268,0.6725376249824127,0.7105398000348658,0.6469864418388088,0.5905306662543751
no_change,False,78,-7.939903690246183,0.004941091040272467,-0.09259785616345068,0.6427149219206997,0.5866063616154669,0.5532780149238025,0.5745663596614595
no_change,False,79,-8.232362205250979,0.016042317750354012,0.03041703490254971,0.5894184017695715,0.6747704807248034,0.5684593382892921,0.6259803401693232
no_change,False,80,-8.722875264299319,0.007665755442900206,0.023784352194558437,0.5968679701513773,0.6753778422965736,0.6014217154951992,0.6043858149997348
no_change,False,81,-8.065305396947224,-0.02241162369101949,-0.02040419599669535,0.6455509392231892,0.6088506693367277,0.5389723958760997,0.6478755632800246
no_change,False,82,-4.902487933427324,-0.033614783625045976,0.18689198044877162,0.6500620243086788,0.5752547727729135,0.7705266185536922,0.732225980223754
no_change,False,83,-9.051598908755864,-0.014576112178193027,0.016566107824390747,0.6184171097898522,0.665314957811159,0.5555213548894853,0.5807013546881948
no_change,False,84,-7.7472789850839945,0.010987463442281388,0.13355969352622066,0.6229805028607599,0.6312929623876866,0.7092466962506344,0.7866696747628786
no_change,False,85,-9.313066646987636,0.008868569811149012,0.00422737927217668,0.6859710202982608,0.6408151107877992,0.5783301510835069,0.5742957689525686
no_change,False,86,-9.0858627729815,-0.018300314053343873,-0.05514492800471117,0.5962672630562705,0.5452348585147963,0.7507990420860503,0.7160123725017059
no_change,False,87,-8.25224160055211,0.02456100680217191,-0.002533436193763992,0.7026330643778048,0.6179676389614258,0.5119656856931734,0.5528595125615468
no_change,False,88,-9.443636686997024,-0.00012375455265061728,0.03735196003963042,0.6588411602598121,0.666510131688859,0.6477168854267198,0.6694711302980135
no_change,False,89,-8.701365859381212,-0.001218761341491916,-0.05389660888416202,0.6319925101935945,0.6691572370012002,0.5846614905853794,0.5381932872016774
no_change,False,90,-8.134290521015146,0.04222543824612683,-0.03972852093964436,0.6182249927124845,0.6555186972146171,0.6038693960306851,0.676250585559547
no_change,False,91,-8.893317214583817,-0.007051557599451011,0.03155830539771311,0.6864720479740817,0.6845265874131022,0.5100582048307707,0.5738347168456364
no_change,False,92,-8.962996410863639,-0.006934345300574637,0.029302161558989227,0.6462685006632748,0.6233170643309209,0.6293574239439053,0.7000775041276438
no_change,False,93,-9.31166285211168,-0.002148767711363035,0.023184694413706266,0.6417112143299625,0.620122300701328,0.6515113371712942,0.6151724432174555
no_change,False,94,-9.170004152489128,0.03509826551670754,0.024468306332502326,0.7101500431874679,0.661111932465706,0.48882095855559693,0.5108784495771627
no_change,False,95,-8.319002849488697,-0.010513032823436587,-0.10177579394030478,0.6370378039857025,0.6520655701556364,0.5641573944601411,0.5898995692746446
no_change,False,96,-8.39706618062064,0.011232850120302049,0.03070444153439534,0.5623018896335834,0.657176654372507,0.6592067744154897,0.6591385733688592
no_change,False,97,-7.358537471404929,-0.013250607884253678,-0.13716630608806238,0.6282712196527878,0.6523568824660787,0.6372049856784925,0.7035788078914736
no_change,False,98,-8.026730878004855,-0.015675528331601733,-0.035607454010704656,0.5975605667900232,0.6662059364279584,0.6954554267755985,0.5966188824327436
no_change,False,99,-8.528225988269469,-0.022047901278545688,0.015324053513912797,0.5974072477133846,0.5636157879687921,0.6273674690914388,0.5540230512773974
no_change,False,100,-9.16429753721195,-0.0020884461952257304,0.04777005492526639,0.6507360250577675,0.6836428261386522,0.6256827879192739,0.6244256136383274
no_change,False,101,-7.891176663120746,-0.006070070301470618,-0.022834893937404493,0.6142440239517429,0.5957697292608365,0.47967514073313267,0.3942709076701952
no_change,False,102,-7.960407591376793,-0.0013502523620967674,-0.03134362062555424,0.5518669943461655,0.6491057691980483,0.7796466959982372,0.8812041331487999
no_change,False,103,-8.568486912603362,-0.01600823124752066,-0.0479426202217971,0.6588889298575856,0.6734428739533362,0.5826262045372628,0.5026942009335874
no_change,False,104,-8.171366187876856,0.01033747804905711,-0.000591746423313429,0.5887266782979013,0.6215458997430615,0.7002432765910107,0.5856693746511199
no_change,False,105,-7.441750852168525,0.0015641423847503949,0.035551722941018674,0.583934401726243,0.7053349146655952,0.5818830581836614,0.5923257143054654
no_change,False,106,-7.610137078900493,-0.008861030318540073,0.043029689333267784,0.6648518890555809,0.6989404584147569,0.5559793124114262,0.45894095692436454
no_change,False,107,-8.549849455182994,0.023524298683808613,0.05890397032494958,0.5816812760053315,0.6642250501060583,0.741427348682258,0.7853315431708268
no_change,False,108,-7.059847710277609,0.02822873612614005,-0.09281604324024834,0.6715286658576994,0.7085697368828527,0.6922823683386718,0.8169873505029288
no_change,False,109,-5.5644986438089745,0.00424293642504561,-0.069183472243146,0.5905459120188007,0.6973898931868369,0.5474452113147473,0.6776708339042535
no_change,False,110,-9.445344283714007,0.023033634731492572,0.02871784231351229,0.5578334037598761,0.5758275585745526,0.692829387746659,0.67849682190739
no_change,False,111,-8.582005926106262,-0.021340299397797226,-0.0073525076059645905,0.6482774172332936,0.5821358780998658,0.5782570266224231,0.527145890786239
no_change,False,112,-8.590267436852855,-0.008477829763311632,0.02902597854548541,0.5815207367193609,0.6657269524581984,0.7283911836636899,0.7546666280268814
no_change,False,113,-7.595620985614801,0.02271636016438926,-0.009061883138471215,0.5189441347900517,0.6115845826779983,0.8589799033097675,1.0282970877298767
no_change,False,114,-9.107043281752112,0.026358359471911702,0.022979670775389552,0.6260151326807846,0.6404728547442495,0.5575748161348721,0.6170591784581518
no_change,False,115,-8.078574652519478,0.036365789385606646,-0.05301711254327405,0.6428035809860952,0.5966363594888403,0.6899397800422958,0.7742732885973214
no_change,False,116,-8.751270771727945,-0.019952627553378278,-0.06333486501187922,0.6049939436325813,0.6616634946231961,0.5520806378930772,0.5402727800675663
no_change,False,117,-8.151290655378375,0.01614335259522339,0.07271074558614667,0.6235476086209467,0.7045697426798954,0.5880628413972137,0.5901218995402915
no_change,False,118,-8.869066281068626,0.013586627524400154,-0.038088609156475654,0.6598226843964559,0.6091369275195909,0.5739403419094695,0.5763895128947222
no_change,False,119,-8.804639897635411,0.009947903274859815,-0.061733984730655264,0.651166976672392,0.6221711924960704,0.6572221201172072,0.6230352955988878
no_change,False,120,-8.566166053480515,-0.0016880668902348212,0.04146566838795662,0.628854921471213,0.702164066464965,0.6363700067326074,0.6106633430660984
no_change,False,121,-9.098726936170465,-0.03263137554265646,0.03011360548687814,0.6387752675457999,0.6631989076369761,0.6536707744756148,0.6506211112562228
no_change,False,122,-9.11988546176633,0.0031888684313576077,-0.011649256433709808,0.6028528310580246,0.5617155675714492,0.572149082966182,0.5484888583022105
no_change,False,123,-5.299925089859471,0.011376961365153263,0.1837836464890084,0.6723619827150045,0.6734285381029028,0.496255963271815,0.5371714239761908
no_change,False,124,-8.998755711939793,0.01184080646850176,0.01946366429211713,0.6470082309941801,0.6839935943247034,0.5260215574533045,0.582114883493631
no_change,False,125,-3.9809950193764507,-0.0029006717559470615,0.031914255635674384,0.723124901136631,0.5804638699506458,0.503130107115747,0.38200024305545205
no_change,False,126,-8.829432801578946,0.008927020990447376,0.03913994621203579,0.6381791426640201,0.6741188351455354,0.599392065167056,0.5389838168438298
no_change,False,127,-8.891369584120639,0.01234405313006252,0.008879846940950533,0.6936878942298409,0.6353916311612142,0.437032390996665,0.47160627566840946
no_change,False,128,-9.222539877142935,0.015863620274921515,0.012884884896796556,0.6163949135314546,0.6613679381780659,0.5986527831784575,0.6274487328631583
no_change,False,129,-7.904016952212601,-0.007656262794831737,-0.03017983367494327,0.6685662857180266,0.6704910507661029,0.48316327240618867,0.5936026610864376
no_change,False,130,-9.387500314499675,-0.014421662322900045,-0.04151151949219187,0.6870001942946116,0.6552708803567127,0.5775500724734156,0.5710708008761722
no_change,False,131,-7.8601269133264395,-0.0008249968633828132,0.06023017538783185,0.6408655524666838,0.6469374024367227,0.5042105684702977,0.6002526554113474
no_change,False,132,-7.378197937568302,0.0031199368035791527,0.13284968448672263,0.6692415215449836,0.6428391508006807,0.6244745597894429,0.5766640565459791
no_change,False,133,-8.665458897633016,-0.0066799075236823584,-0.07337404002194897,0.6589826277872619,0.7117517888029601,0.6330543466523993,0.6400220579754564
no_change,False,134,-6.386230519967512,-0.0019288533602597644,-0.09303951347028708,0.5589991095987612,0.6691853627837907,0.5883663951608226,0.64655733592374
no_change,False,135,-7.712300757245657,-0.014445920574176496,0.036797841353017044,0.6303599031712328,0.6045566156414822,0.6210569190438859,0.5141274197755784
no_change,False,136,-8.630600934420613,-0.005859207117611999,-0.05350858391009568,0.603322923940094,0.6612797426111517,0.6047627966523894,0.5709280430983813
no_change,False,137,-9.052859430655644,0.0011093304847682782,0.042876054852762684,0.6599226135711561,0.636325068709989,0.4978611538800243,0.4677683949501929
no_change,False,138,-9.449051347496379,-0.010881765437807197,-0.04224990729226416,0.5986424798374583,0.5961220976522623,0.704679975885479,0.6909280619403592
no_change,False,139,-7.516508354242319,-0.006248556782709516,0.07222074000999691,0.6797323322970217,0.593143577985535,0.47273674679598865,0.5130398841299924
no_change,False,140,-8.087603537927976,-0.015375409332678608,0.03941124328180131,0.6170166607842371,0.7121658958769572,0.7029572751395795,0.7371039804279386
no_change,False,141,-8.528609140382741,0.029474247349067048,0.061724174367112986,0.5886046436424877,0.6265672898239684,0.5450196443449077,0.618274451088988
no_change,False,142,-6.069530327184566,-0.01152178088551451,0.08528662065480272,0.6237445950042609,0.6645596673806745,0.5503701236001148,0.44529601900875604
no_change,False,143,-9.342437770442416,0.02643576699305091,0.04990550699543549,0.6777350071390127,0.6428313661644033,0.5379076526551859,0.5458973516677768
no_change,False,144,-8.078893053197248,-0.009487646486913125,-0.06895320001324409,0.7139673258152631,0.6403926545448101,0.467822817864488,0.4243400122986497
no_change,False,145,-8.60068184010754,-0.021886779037567947,0.0033600922526387336,0.6034115921421187,0.6579167016911899,0.6814139840707677,0.6051300440851242
no_change,False,146,-6.801574030601387,0.02324149432454126,-0.016367437392045703,0.6970503570314616,0.5640606420117487,0.46159080421068716,0.42885208604768166
no_change,False,147,-9.449576027364856,-0.000533265682812305,-0.03043581939937664,0.6234608697489532,0.6084768316654828,0.665475252129771,0.6655138540838548
no_change,False,148,-8.957806669920956,-0.02364828017139359,-0.020372476850444136,0.6127645661742795,0.6788134627871558,0.5131076898382415,0.5175239262759298
no_change,False,149,-6.976501041950428,-0.010650696252069124,0.009437218695900846,0.5292954644743181,0.6682434601926917,0.6515686358740725,0.7104311291744934
no_change,False,150,-8.901548918477374,-0.0018742307239484409,0.029560680086965777,0.5586600038401891,0.5549739014071512,0.6115090449298715,0.5555504860599769
no_change,False,151,-9.040288883675885,-0.008852807325858457,-0.015467605264755524,0.6673700422012807,0.6082571339999414,0.711635077805883,0.7661838088409432
no_change,False,152,-9.377450607889159,-0.0036225824622328393,-0.025237569354737636,0.673387502284959,0.665901488047339,0.49451104892616987,0.5238103084063617
no_change,False,153,-9.48337053960256,0.005628993888869111,-0.003764497100012452,0.613177420253567,0.6113118345783428,0.6660915573939552,0.6984338302094265
no_change,False,154,-6.229053896630035,-0.007394973850129549,0.023464688306465413,0.5765996133563567,0.6843035040163719,0.682734353691459,0.5514831006956445
no_change,False,155,-8.678454299412692,-0.012131135102897903,-0.040440601440516886,0.6642912064693585,0.6002972790469994,0.6681660647374783,0.6098360765181812
no_change,False,156,-7.906786424146844,0.002666293365475542,0.0645144533745172,0.6657559944614093,0.6119866125731395,0.5508049705286678,0.47805385099044995
no_change,False,157,-4.66119711946601,-0.028973833981720022,0.150205739144746,0.4946668445485077,0.5416638464338386,0.7964228197232666,0.6674392608170541
no_change,False,158,-7.072447966989671,-0.008831627802470422,-0.05056526270492764,0.591620206812564,0.6704549826508753,0.6265525085190925,0.5184167781385833
no_change,False,159,-8.128794011147647,-0.009966034273756386,-0.09803302682631014,0.6310039136436304,0.6668443133633639,0.5364784350846502,0.5579419091552283
no_change,False,160,-8.526902075262683,0.008314940783588897,0.09395884152423874,0.6582956490702526,0.6404165706920361,0.6658309768423164,0.6140029762203807
no_change,False,161,-6.804701069490761,0.019627557030772288,0.1163313791582111,0.5843167402254122,0.6552613982670196,0.5972382671721369,0.5327366308637772
no_change,False,162,-6.223247541003161,0.00038211439529000236,-0.17175753208195912,0.6415752371827818,0.6448118089379314,0.6357162523742286,0.6278983426378353
no_change,False,163,-8.50946251201924,0.016719622570124274,-0.06972645068208512,0.6404428362853732,0.6703256224076287,0.6096012565563076,0.6240451423992573
no_change,False,164,-9.62711068521412,0.01584566365762573,0.028597246823740707,0.7070588593212666,0.6923058911077794,0.5955687710780924,0.6099657337623885
no_change,False,165,-7.585578800166559,-0.024641240670667475,0.05172653672213649,0.5944203546258406,0.6019708816027506,0.6390230279358496,0.5380728422775428
no_change,False,166,-6.889484350764633,0.009102268654668785,0.08484519841334225,0.5324676163806018,0.6345652368440955,0.5869780171503022,0.5359691552659905
no_change,False,167,-7.830588353004032,-0.021908942282420286,0.004929060222765092,0.5770699190992727,0.6743576514067595,0.6751983891364995,0.7655711197222224
no_change,False,168,-8.958797082041087,0.05125256367280774,0.09335107482453212,0.5533228755764232,0.57865721241939,0.7681194298944354,0.7014524939084682
no_change,False,169,-7.480150882664475,-0.023104629569278334,0.01580338205381419,0.7258179366329987,0.6250654393743575,0.5203053729194901,0.4648835737276487
no_change,False,170,-6.692545728484447,-0.022496688247439955,-0.10406554264767315,0.6816815944630115,0.715551895626321,0.5082145392570749,0.6320681130500441
no_change,False,171,-7.151981544105865,0.038244808136992915,-0.06869953353004475,0.6078160698641762,0.5836953352107673,0.5720663414079178,0.5014684564061914
no_change,False,172,-6.330747210819254,0.007076405852239522,-0.11104921926632084,0.6641040420154812,0.614970562844913,0.7465012027680747,0.6057497560755306
no_change,False,173,-7.152797841564279,0.012653159040000353,0.03885433998727249,0.6365213248611489,0.6797150109431818,0.5459542665142681,0.6910520807554223
no_change,False,174,-8.775887075635637,-0.01855616570260123,-0.025015826528902593,0.5817574311052155,0.6047864271187148,0.6723054903423402,0.5901379019094296
no_change,False,175,-8.638314134440407,-0.003949583738461738,0.08240463686378807,0.683841160120502,0.6690624349485912,0.5814832096929096,0.6074035551249223
no_change,False,176,-7.245385980571996,0.009831259180183325,0.10018330237789132,0.6238388359252554,0.660658646839982,0.6820759411827149,0.5767831059688795
no_change,False,177,-6.81058225931497,0.01774727439065702,0.07359908593777892,0.6407156863504884,0.6009933743973671,0.5271733157848069,0.41786402277184914
no_change,False,178,-9.307116184913752,-0.00924031711354516,0.0034012386948066276,0.650839142920688,0.6285919997240165,0.47492761916302,0.45013493216234485
no_change,False,179,-7.7136902074032605,0.0006955662480141937,-0.09418628734865826,0.6592594315699813,0.6498312523745129,0.5614106382188903,0.6486508759787623
no_change,False,180,-8.820726706271557,0.05426599366641177,-0.0215199192889792,0.6709538635531456,0.6989257527357415,0.5777781105960281,0.5812438414154284
no_change,False,181,-9.0342382025093,0.0380492283455547,-0.007287686826031943,0.6164862485755543,0.6805309861603588,0.8078388642867357,0.7812977581820576
no_change,False,182,-5.563989859927233,0.019385732092033984,0.0006056932220166573,0.5526149242539433,0.7073434253357114,0.6554277705816829,0.560180078004705
no_change,False,183,-7.596316163168922,-0.002930781356412193,-0.0677505106368496,0.6526939723200256,0.6508765877990637,0.6402611756450818,0.5270218948768156
no_change,False,184,-8.794367168136432,-0.0009454085380706165,-0.05269420144183119,0.6808610434880334,0.62644672872332,0.5389625681767997,0.5204745213525405
no_change,False,185,-8.918202517474015,8.297076088504495e-05,-0.070391905140288,0.6417258920669191,0.694002821692352,0.8061132238859812,0.8317745639814822
no_change,False,186,-9.414961363333418,0.022974662617450087,0.05846859213554251,0.6637575494799515,0.6521683482074727,0.6563667724009498,0.6300458741425817
no_change,False,187,-9.325252224670862,0.0019476690370246353,-0.04020525066637466,0.6217420283010525,0.6175180736409619,0.7294173751010883,0.781045166677798
no_change,False,188,-8.525389978016392,-0.006066053345179127,-0.03893129566026062,0.6954122762834074,0.6435445195420836,0.474419900231578,0.4203631580908882
no_change,False,189,-9.562637321530474,0.011285047509727517,0.0008128107671951516,0.566544615406012,0.550249169190359,0.8170366039719087,0.8547944395230488
no_change,False,190,-6.6573097466024365,0.012629727175815595,0.1230664630093966,0.5800177614976036,0.6373980940799782,0.6490456718278231,0.7669739655636872
no_change,False,191,-6.7492468507629155,0.012350934913758568,0.06773300962096504,0.6644734968776365,0.5219897007515559,0.5416153329692304,0.5217814312194035
no_change,False,192,-6.42909496557013,0.0050192270041018415,0.07048787282647515,0.5405252000307756,0.669897894229736,0.7276462715309531,0.8354986510149319
